GROUP	ALGO	K	C	LAMBDA	SPEARMAN_CORR	SPEARMAN_P	CONF_INT_LOWER	CONF_INT_UPPER
QB1		5	0.7	0.8	0.851067761	0.00179113	0.563752535	0.954643915
QB1		6	0.7	0.8	0.851067761	0.00179113	0.563752535	0.954643915
QB1		7	0.7	0.8	0.851067761	0.00179113	0.563752535	0.954643915
QB1		8	0.7	0.8	0.851067761	0.00179113	0.563752535	0.954643915
QB1		9	0.7	0.8	0.851067761	0.00179113	0.563752535	0.954643915
QB1		10	0.7	0.8	0.851067761	0.00179113	0.563752535	0.954643915
QB1		2	0.9	0.8	0.851067761	0.00179113	0.563752535	0.954643915
QA1		3	0.9	0.8	0.851067761	0.00179113	0.563752535	0.954643915
QB1		3	0.9	0.8	0.851067761	0.00179113	0.563752535	0.954643915
QB1		4	0.9	0.8	0.851067761	0.00179113	0.563752535	0.954643915
QB1		5	0.9	0.8	0.851067761	0.00179113	0.563752535	0.954643915
QB1		6	0.9	0.8	0.851067761	0.00179113	0.563752535	0.954643915
QB1		7	0.9	0.8	0.851067761	0.00179113	0.563752535	0.954643915
QB1		8	0.9	0.8	0.851067761	0.00179113	0.563752535	0.954643915
QB1		9	0.9	0.8	0.851067761	0.00179113	0.563752535	0.954643915
QB1		10	0.9	0.8	0.851067761	0.00179113	0.563752535	0.954643915
QB1		3	0.7	0.9	0.851067761	0.00179113	0.563752535	0.954643915
QB1		4	0.7	0.9	0.851067761	0.00179113	0.563752535	0.954643915
QA1		2	0.3	1	0.851067761	0.00179113	0.563752535	0.954643915
QA1		3	0.3	1	0.851067761	0.00179113	0.563752535	0.954643915
QA1		4	0.3	1	0.851067761	0.00179113	0.563752535	0.954643915
QA1		5	0.3	1	0.851067761	0.00179113	0.563752535	0.954643915
QA1		6	0.3	1	0.851067761	0.00179113	0.563752535	0.954643915
QA1		7	0.3	1	0.851067761	0.00179113	0.563752535	0.954643915
QA1		8	0.3	1	0.851067761	0.00179113	0.563752535	0.954643915
QA1		9	0.3	1	0.851067761	0.00179113	0.563752535	0.954643915
QA1		10	0.3	1	0.851067761	0.00179113	0.563752535	0.954643915
QA1		2	0.5	1	0.851067761	0.00179113	0.563752535	0.954643915
QA1		3	0.5	1	0.851067761	0.00179113	0.563752535	0.954643915
QA1		4	0.5	1	0.851067761	0.00179113	0.563752535	0.954643915
QA1		5	0.5	1	0.851067761	0.00179113	0.563752535	0.954643915
QA1		6	0.5	1	0.851067761	0.00179113	0.563752535	0.954643915
QA1		7	0.5	1	0.851067761	0.00179113	0.563752535	0.954643915
QA1		8	0.5	1	0.851067761	0.00179113	0.563752535	0.954643915
QA1		9	0.5	1	0.851067761	0.00179113	0.563752535	0.954643915
QA1	simrank	10	0.5	1	0.851067761	0.00179113	0.563752535	0.954643915
QA1		2	0.7	1	0.851067761	0.00179113	0.563752535	0.954643915
QA1		3	0.7	1	0.851067761	0.00179113	0.563752535	0.954643915
QA1		4	0.7	1	0.851067761	0.00179113	0.563752535	0.954643915
QA1		5	0.7	1	0.851067761	0.00179113	0.563752535	0.954643915
QA1		6	0.7	1	0.851067761	0.00179113	0.563752535	0.954643915
QA1		7	0.7	1	0.851067761	0.00179113	0.563752535	0.954643915
QA1		8	0.7	1	0.851067761	0.00179113	0.563752535	0.954643915
QA1		9	0.7	1	0.851067761	0.00179113	0.563752535	0.954643915
QA1		10	0.7	1	0.851067761	0.00179113	0.563752535	0.954643915
QA1		3	0.9	1	0.851067761	0.00179113	0.563752535	0.954643915
QA1		8	0.9	1	0.851067761	0.00179113	0.563752535	0.954643915
QA1		9	0.9	1	0.851067761	0.00179113	0.563752535	0.954643915
QA1	simrank	10	0.9	1	0.851067761	0.00179113	0.563752535	0.954643915
QB1		3	0.5	0.9	0.83890965	0.002413988	0.534043565	0.950716139
QB1		4	0.5	0.9	0.83890965	0.002413988	0.534043565	0.950716139
QB1		5	0.5	0.9	0.83890965	0.002413988	0.534043565	0.950716139
QB1		6	0.5	0.9	0.83890965	0.002413988	0.534043565	0.950716139
QB1		7	0.5	0.9	0.83890965	0.002413988	0.534043565	0.950716139
QB1		8	0.5	0.9	0.83890965	0.002413988	0.534043565	0.950716139
QB1		9	0.5	0.9	0.83890965	0.002413988	0.534043565	0.950716139
QB1		10	0.5	0.9	0.83890965	0.002413988	0.534043565	0.950716139
QB4		2	0.5	0.4	0.833333333	0.01017554	0.432807959	0.959099466
QB4		4	0.5	0.4	0.833333333	0.01017554	0.432807959	0.959099466
QB4		5	0.5	0.4	0.833333333	0.01017554	0.432807959	0.959099466
QB4		6	0.5	0.4	0.833333333	0.01017554	0.432807959	0.959099466
QB4		7	0.5	0.4	0.833333333	0.01017554	0.432807959	0.959099466
QB4		8	0.5	0.4	0.833333333	0.01017554	0.432807959	0.959099466
QB4		9	0.5	0.4	0.833333333	0.01017554	0.432807959	0.959099466
QB4		10	0.5	0.4	0.833333333	0.01017554	0.432807959	0.959099466
QB4		3	0.7	0.4	0.833333333	0.01017554	0.432807959	0.959099466
QB4		3	0.9	0.4	0.833333333	0.01017554	0.432807959	0.959099466
QB4		3	0.5	0.5	0.833333333	0.01017554	0.432807959	0.959099466
QB4		2	0.3	0.6	0.833333333	0.01017554	0.432807959	0.959099466
QB4		3	0.3	0.6	0.833333333	0.01017554	0.432807959	0.959099466
QB4		4	0.3	0.6	0.833333333	0.01017554	0.432807959	0.959099466
QB4		5	0.3	0.6	0.833333333	0.01017554	0.432807959	0.959099466
QB4		6	0.3	0.6	0.833333333	0.01017554	0.432807959	0.959099466
QB4		7	0.3	0.6	0.833333333	0.01017554	0.432807959	0.959099466
QB4		8	0.3	0.6	0.833333333	0.01017554	0.432807959	0.959099466
QB4		9	0.3	0.6	0.833333333	0.01017554	0.432807959	0.959099466
QB4		10	0.3	0.6	0.833333333	0.01017554	0.432807959	0.959099466
QA4		3	0.9	0.8	0.833333333	0.01017554	0.432807959	0.959099466
QA4		4	0.9	0.8	0.833333333	0.01017554	0.432807959	0.959099466
QA4		5	0.9	0.8	0.833333333	0.01017554	0.432807959	0.959099466
QA4		6	0.9	0.8	0.833333333	0.01017554	0.432807959	0.959099466
QA4		7	0.9	0.8	0.833333333	0.01017554	0.432807959	0.959099466
QA4		8	0.9	0.8	0.833333333	0.01017554	0.432807959	0.959099466
QA4		9	0.9	0.8	0.833333333	0.01017554	0.432807959	0.959099466
QA4		10	0.9	0.8	0.833333333	0.01017554	0.432807959	0.959099466
QA4		3	0.7	0.9	0.833333333	0.01017554	0.432807959	0.959099466
QA4		4	0.7	0.9	0.833333333	0.01017554	0.432807959	0.959099466
QA4		5	0.7	0.9	0.833333333	0.01017554	0.432807959	0.959099466
QA4		6	0.7	0.9	0.833333333	0.01017554	0.432807959	0.959099466
QA4		7	0.7	0.9	0.833333333	0.01017554	0.432807959	0.959099466
QA4		8	0.7	0.9	0.833333333	0.01017554	0.432807959	0.959099466
QA4		9	0.7	0.9	0.833333333	0.01017554	0.432807959	0.959099466
QA4		10	0.7	0.9	0.833333333	0.01017554	0.432807959	0.959099466
QA4		3	0.9	0.9	0.833333333	0.01017554	0.432807959	0.959099466
QA4		4	0.9	0.9	0.833333333	0.01017554	0.432807959	0.959099466
QA4		5	0.9	0.9	0.833333333	0.01017554	0.432807959	0.959099466
QA4		6	0.9	0.9	0.833333333	0.01017554	0.432807959	0.959099466
QA4		7	0.9	0.9	0.833333333	0.01017554	0.432807959	0.959099466
QA4		8	0.9	0.9	0.833333333	0.01017554	0.432807959	0.959099466
QA4		9	0.9	0.9	0.833333333	0.01017554	0.432807959	0.959099466
QA4		10	0.9	0.9	0.833333333	0.01017554	0.432807959	0.959099466
QB1		1	0.1	0.8	0.832830595	0.002777889	0.519466148	0.948738703
QB1		2	0.1	0.8	0.832830595	0.002777889	0.519466148	0.948738703
QB1		3	0.1	0.8	0.832830595	0.002777889	0.519466148	0.948738703
QB1		4	0.1	0.8	0.832830595	0.002777889	0.519466148	0.948738703
QB1		5	0.1	0.8	0.832830595	0.002777889	0.519466148	0.948738703
QB1		6	0.1	0.8	0.832830595	0.002777889	0.519466148	0.948738703
QB1		7	0.1	0.8	0.832830595	0.002777889	0.519466148	0.948738703
QB1		8	0.1	0.8	0.832830595	0.002777889	0.519466148	0.948738703
QB1		9	0.1	0.8	0.832830595	0.002777889	0.519466148	0.948738703
QB1		10	0.1	0.8	0.832830595	0.002777889	0.519466148	0.948738703
QB1		1	0.3	0.8	0.832830595	0.002777889	0.519466148	0.948738703
QB1		2	0.3	0.8	0.832830595	0.002777889	0.519466148	0.948738703
QB1		1	0.5	0.8	0.832830595	0.002777889	0.519466148	0.948738703
QB1		1	0.7	0.8	0.832830595	0.002777889	0.519466148	0.948738703
QB1		1	0.9	0.8	0.832830595	0.002777889	0.519466148	0.948738703
QB1		1	0.1	0.7	0.820672484	0.003621706	0.490848433	0.944756418
QB1		2	0.1	0.7	0.820672484	0.003621706	0.490848433	0.944756418
QB1		3	0.1	0.7	0.820672484	0.003621706	0.490848433	0.944756418
QB1		4	0.1	0.7	0.820672484	0.003621706	0.490848433	0.944756418
QB1		5	0.1	0.7	0.820672484	0.003621706	0.490848433	0.944756418
QB1		6	0.1	0.7	0.820672484	0.003621706	0.490848433	0.944756418
QB1		7	0.1	0.7	0.820672484	0.003621706	0.490848433	0.944756418
QB1		8	0.1	0.7	0.820672484	0.003621706	0.490848433	0.944756418
QB1		9	0.1	0.7	0.820672484	0.003621706	0.490848433	0.944756418
QB1		10	0.1	0.7	0.820672484	0.003621706	0.490848433	0.944756418
QB1		1	0.3	0.7	0.820672484	0.003621706	0.490848433	0.944756418
QB1		2	0.3	0.7	0.820672484	0.003621706	0.490848433	0.944756418
QB1		3	0.3	0.7	0.820672484	0.003621706	0.490848433	0.944756418
QB1		4	0.3	0.7	0.820672484	0.003621706	0.490848433	0.944756418
QB1		5	0.3	0.7	0.820672484	0.003621706	0.490848433	0.944756418
QB1		6	0.3	0.7	0.820672484	0.003621706	0.490848433	0.944756418
QB1		7	0.3	0.7	0.820672484	0.003621706	0.490848433	0.944756418
QB1		8	0.3	0.7	0.820672484	0.003621706	0.490848433	0.944756418
QB1		9	0.3	0.7	0.820672484	0.003621706	0.490848433	0.944756418
QB1		10	0.3	0.7	0.820672484	0.003621706	0.490848433	0.944756418
QB1		1	0.5	0.7	0.820672484	0.003621706	0.490848433	0.944756418
QB1		2	0.5	0.7	0.820672484	0.003621706	0.490848433	0.944756418
QB1		3	0.5	0.7	0.820672484	0.003621706	0.490848433	0.944756418
QB1		4	0.5	0.7	0.820672484	0.003621706	0.490848433	0.944756418
QB1		5	0.5	0.7	0.820672484	0.003621706	0.490848433	0.944756418
QB1		6	0.5	0.7	0.820672484	0.003621706	0.490848433	0.944756418
QB1		7	0.5	0.7	0.820672484	0.003621706	0.490848433	0.944756418
QB1		8	0.5	0.7	0.820672484	0.003621706	0.490848433	0.944756418
QB1		9	0.5	0.7	0.820672484	0.003621706	0.490848433	0.944756418
QB1		10	0.5	0.7	0.820672484	0.003621706	0.490848433	0.944756418
QB1		1	0.7	0.7	0.820672484	0.003621706	0.490848433	0.944756418
QB1		2	0.7	0.7	0.820672484	0.003621706	0.490848433	0.944756418
QB1		4	0.7	0.7	0.820672484	0.003621706	0.490848433	0.944756418
QB1		1	0.9	0.7	0.820672484	0.003621706	0.490848433	0.944756418
QB1		2	0.9	0.7	0.820672484	0.003621706	0.490848433	0.944756418
QB1		3	0.3	0.9	0.820672484	0.003621706	0.490848433	0.944756418
QB1		4	0.3	0.9	0.820672484	0.003621706	0.490848433	0.944756418
QB1		5	0.3	0.9	0.820672484	0.003621706	0.490848433	0.944756418
QB1		6	0.3	0.9	0.820672484	0.003621706	0.490848433	0.944756418
QB1		7	0.3	0.9	0.820672484	0.003621706	0.490848433	0.944756418
QB1		8	0.3	0.9	0.820672484	0.003621706	0.490848433	0.944756418
QB1		9	0.3	0.9	0.820672484	0.003621706	0.490848433	0.944756418
QB1		10	0.3	0.9	0.820672484	0.003621706	0.490848433	0.944756418
QB1		2	0.7	0.9	0.820672484	0.003621706	0.490848433	0.944756418
QB1		2	0.9	0.9	0.820672484	0.003621706	0.490848433	0.944756418
QB1		1	0.1	0.9	0.814593429	0.004106132	0.476801578	0.942751443
QB1		2	0.1	0.9	0.814593429	0.004106132	0.476801578	0.942751443
QB1		3	0.1	0.9	0.814593429	0.004106132	0.476801578	0.942751443
QB1		4	0.1	0.9	0.814593429	0.004106132	0.476801578	0.942751443
QB1		5	0.1	0.9	0.814593429	0.004106132	0.476801578	0.942751443
QB1		6	0.1	0.9	0.814593429	0.004106132	0.476801578	0.942751443
QB1		7	0.1	0.9	0.814593429	0.004106132	0.476801578	0.942751443
QB1		8	0.1	0.9	0.814593429	0.004106132	0.476801578	0.942751443
QB1		9	0.1	0.9	0.814593429	0.004106132	0.476801578	0.942751443
QB1		10	0.1	0.9	0.814593429	0.004106132	0.476801578	0.942751443
QB1		1	0.3	0.9	0.814593429	0.004106132	0.476801578	0.942751443
QB1		1	0.5	0.9	0.814593429	0.004106132	0.476801578	0.942751443
QB1		1	0.7	0.9	0.814593429	0.004106132	0.476801578	0.942751443
QB1		1	0.9	0.9	0.814593429	0.004106132	0.476801578	0.942751443
QB1		3	0.5	1	0.814593429	0.004106132	0.476801578	0.942751443
QB1		4	0.5	1	0.814593429	0.004106132	0.476801578	0.942751443
QB1		5	0.5	1	0.814593429	0.004106132	0.476801578	0.942751443
QB1		6	0.5	1	0.814593429	0.004106132	0.476801578	0.942751443
QB1		7	0.5	1	0.814593429	0.004106132	0.476801578	0.942751443
QB1		8	0.5	1	0.814593429	0.004106132	0.476801578	0.942751443
QB1		9	0.5	1	0.814593429	0.004106132	0.476801578	0.942751443
QB1	simrank	10	0.5	1	0.814593429	0.004106132	0.476801578	0.942751443
QB1		3	0.7	1	0.814593429	0.004106132	0.476801578	0.942751443
QB1		4	0.7	1	0.814593429	0.004106132	0.476801578	0.942751443
QB1		3	0.9	1	0.814593429	0.004106132	0.476801578	0.942751443
QB1		4	0.9	1	0.814593429	0.004106132	0.476801578	0.942751443
QB4		4	0.7	0.2	0.80952381	0.014902668	0.371399017	0.952793915
QB4		5	0.7	0.2	0.80952381	0.014902668	0.371399017	0.952793915
QB4		6	0.7	0.2	0.80952381	0.014902668	0.371399017	0.952793915
QB4		7	0.7	0.2	0.80952381	0.014902668	0.371399017	0.952793915
QB4		8	0.7	0.2	0.80952381	0.014902668	0.371399017	0.952793915
QB4		9	0.7	0.2	0.80952381	0.014902668	0.371399017	0.952793915
QB4		2	0.7	0.3	0.80952381	0.014902668	0.371399017	0.952793915
QB4		5	0.7	0.3	0.80952381	0.014902668	0.371399017	0.952793915
QB4		3	0.9	0.3	0.80952381	0.014902668	0.371399017	0.952793915
QB4		2	0.3	0.4	0.80952381	0.014902668	0.371399017	0.952793915
QB4		3	0.3	0.4	0.80952381	0.014902668	0.371399017	0.952793915
QB4		4	0.3	0.4	0.80952381	0.014902668	0.371399017	0.952793915
QB4		5	0.3	0.4	0.80952381	0.014902668	0.371399017	0.952793915
QB4		6	0.3	0.4	0.80952381	0.014902668	0.371399017	0.952793915
QB4		7	0.3	0.4	0.80952381	0.014902668	0.371399017	0.952793915
QB4		8	0.3	0.4	0.80952381	0.014902668	0.371399017	0.952793915
QB4		9	0.3	0.4	0.80952381	0.014902668	0.371399017	0.952793915
QB4		10	0.3	0.4	0.80952381	0.014902668	0.371399017	0.952793915
QB4		3	0.5	0.4	0.80952381	0.014902668	0.371399017	0.952793915
QB4		2	0.3	0.5	0.80952381	0.014902668	0.371399017	0.952793915
QB4		3	0.3	0.5	0.80952381	0.014902668	0.371399017	0.952793915
QB4		4	0.3	0.5	0.80952381	0.014902668	0.371399017	0.952793915
QB4		5	0.3	0.5	0.80952381	0.014902668	0.371399017	0.952793915
QB4		6	0.3	0.5	0.80952381	0.014902668	0.371399017	0.952793915
QB4		7	0.3	0.5	0.80952381	0.014902668	0.371399017	0.952793915
QB4		8	0.3	0.5	0.80952381	0.014902668	0.371399017	0.952793915
QB4		9	0.3	0.5	0.80952381	0.014902668	0.371399017	0.952793915
QB4		10	0.3	0.5	0.80952381	0.014902668	0.371399017	0.952793915
QA4		6	0.9	0.5	0.80952381	0.014902668	0.371399017	0.952793915
QA4		8	0.9	0.5	0.80952381	0.014902668	0.371399017	0.952793915
QA4	prank	10	0.9	0.5	0.80952381	0.014902668	0.371399017	0.952793915
QA4		3	0.9	0.6	0.80952381	0.014902668	0.371399017	0.952793915
QA4		3	0.7	0.7	0.80952381	0.014902668	0.371399017	0.952793915
QA4		4	0.7	0.7	0.80952381	0.014902668	0.371399017	0.952793915
QA4		5	0.7	0.7	0.80952381	0.014902668	0.371399017	0.952793915
QA4		6	0.7	0.7	0.80952381	0.014902668	0.371399017	0.952793915
QA4		7	0.7	0.7	0.80952381	0.014902668	0.371399017	0.952793915
QA4		8	0.7	0.7	0.80952381	0.014902668	0.371399017	0.952793915
QA4		9	0.7	0.7	0.80952381	0.014902668	0.371399017	0.952793915
QA4		10	0.7	0.7	0.80952381	0.014902668	0.371399017	0.952793915
QA4		3	0.9	0.7	0.80952381	0.014902668	0.371399017	0.952793915
QA4		4	0.9	0.7	0.80952381	0.014902668	0.371399017	0.952793915
QA4		5	0.9	0.7	0.80952381	0.014902668	0.371399017	0.952793915
QA4		6	0.9	0.7	0.80952381	0.014902668	0.371399017	0.952793915
QA4		7	0.9	0.7	0.80952381	0.014902668	0.371399017	0.952793915
QA4		8	0.9	0.7	0.80952381	0.014902668	0.371399017	0.952793915
QA4		9	0.9	0.7	0.80952381	0.014902668	0.371399017	0.952793915
QA4		10	0.9	0.7	0.80952381	0.014902668	0.371399017	0.952793915
QA4		3	0.5	0.8	0.80952381	0.014902668	0.371399017	0.952793915
QA4		4	0.5	0.8	0.80952381	0.014902668	0.371399017	0.952793915
QA4		5	0.5	0.8	0.80952381	0.014902668	0.371399017	0.952793915
QA4		6	0.5	0.8	0.80952381	0.014902668	0.371399017	0.952793915
QA4		7	0.5	0.8	0.80952381	0.014902668	0.371399017	0.952793915
QA4		8	0.5	0.8	0.80952381	0.014902668	0.371399017	0.952793915
QA4		9	0.5	0.8	0.80952381	0.014902668	0.371399017	0.952793915
QA4		10	0.5	0.8	0.80952381	0.014902668	0.371399017	0.952793915
QA4		3	0.7	0.8	0.80952381	0.014902668	0.371399017	0.952793915
QA4		4	0.7	0.8	0.80952381	0.014902668	0.371399017	0.952793915
QA4		5	0.7	0.8	0.80952381	0.014902668	0.371399017	0.952793915
QA4		6	0.7	0.8	0.80952381	0.014902668	0.371399017	0.952793915
QA4		7	0.7	0.8	0.80952381	0.014902668	0.371399017	0.952793915
QA4		8	0.7	0.8	0.80952381	0.014902668	0.371399017	0.952793915
QA4		9	0.7	0.8	0.80952381	0.014902668	0.371399017	0.952793915
QA4		10	0.7	0.8	0.80952381	0.014902668	0.371399017	0.952793915
QA4		2	0.3	0.9	0.80952381	0.014902668	0.371399017	0.952793915
QA4		3	0.3	0.9	0.80952381	0.014902668	0.371399017	0.952793915
QA4		4	0.3	0.9	0.80952381	0.014902668	0.371399017	0.952793915
QA4		5	0.3	0.9	0.80952381	0.014902668	0.371399017	0.952793915
QA4		6	0.3	0.9	0.80952381	0.014902668	0.371399017	0.952793915
QA4		7	0.3	0.9	0.80952381	0.014902668	0.371399017	0.952793915
QA4		8	0.3	0.9	0.80952381	0.014902668	0.371399017	0.952793915
QA4		9	0.3	0.9	0.80952381	0.014902668	0.371399017	0.952793915
QA4		10	0.3	0.9	0.80952381	0.014902668	0.371399017	0.952793915
QA4		2	0.5	0.9	0.80952381	0.014902668	0.371399017	0.952793915
QA4		3	0.5	0.9	0.80952381	0.014902668	0.371399017	0.952793915
QA4		4	0.5	0.9	0.80952381	0.014902668	0.371399017	0.952793915
QA4		5	0.5	0.9	0.80952381	0.014902668	0.371399017	0.952793915
QA4		6	0.5	0.9	0.80952381	0.014902668	0.371399017	0.952793915
QA4		7	0.5	0.9	0.80952381	0.014902668	0.371399017	0.952793915
QA4		8	0.5	0.9	0.80952381	0.014902668	0.371399017	0.952793915
QA4		9	0.5	0.9	0.80952381	0.014902668	0.371399017	0.952793915
QA4		10	0.5	0.9	0.80952381	0.014902668	0.371399017	0.952793915
QA4		2	0.7	0.9	0.80952381	0.014902668	0.371399017	0.952793915
QA4		2	0.9	0.9	0.80952381	0.014902668	0.371399017	0.952793915
QA4		1	0.1	1	0.80952381	0.014902668	0.371399017	0.952793915
QA4		2	0.1	1	0.80952381	0.014902668	0.371399017	0.952793915
QA4		3	0.1	1	0.80952381	0.014902668	0.371399017	0.952793915
QA4		4	0.1	1	0.80952381	0.014902668	0.371399017	0.952793915
QA4		5	0.1	1	0.80952381	0.014902668	0.371399017	0.952793915
QA4		6	0.1	1	0.80952381	0.014902668	0.371399017	0.952793915
QA4		7	0.1	1	0.80952381	0.014902668	0.371399017	0.952793915
QA4		8	0.1	1	0.80952381	0.014902668	0.371399017	0.952793915
QA4		9	0.1	1	0.80952381	0.014902668	0.371399017	0.952793915
QA4	simrank	10	0.1	1	0.80952381	0.014902668	0.371399017	0.952793915
QA4		1	0.3	1	0.80952381	0.014902668	0.371399017	0.952793915
QA4		2	0.3	1	0.80952381	0.014902668	0.371399017	0.952793915
QA4		3	0.3	1	0.80952381	0.014902668	0.371399017	0.952793915
QA4		4	0.3	1	0.80952381	0.014902668	0.371399017	0.952793915
QA4		5	0.3	1	0.80952381	0.014902668	0.371399017	0.952793915
QA4		6	0.3	1	0.80952381	0.014902668	0.371399017	0.952793915
QA4		7	0.3	1	0.80952381	0.014902668	0.371399017	0.952793915
QA4		8	0.3	1	0.80952381	0.014902668	0.371399017	0.952793915
QA4		9	0.3	1	0.80952381	0.014902668	0.371399017	0.952793915
QA4		10	0.3	1	0.80952381	0.014902668	0.371399017	0.952793915
QA4		1	0.5	1	0.80952381	0.014902668	0.371399017	0.952793915
QA4		2	0.5	1	0.80952381	0.014902668	0.371399017	0.952793915
QA4		3	0.5	1	0.80952381	0.014902668	0.371399017	0.952793915
QA4		4	0.5	1	0.80952381	0.014902668	0.371399017	0.952793915
QA4		5	0.5	1	0.80952381	0.014902668	0.371399017	0.952793915
QA4		6	0.5	1	0.80952381	0.014902668	0.371399017	0.952793915
QA4		7	0.5	1	0.80952381	0.014902668	0.371399017	0.952793915
QA4		8	0.5	1	0.80952381	0.014902668	0.371399017	0.952793915
QA4		9	0.5	1	0.80952381	0.014902668	0.371399017	0.952793915
QA4	simrank	10	0.5	1	0.80952381	0.014902668	0.371399017	0.952793915
QA4		1	0.7	1	0.80952381	0.014902668	0.371399017	0.952793915
QA4		2	0.7	1	0.80952381	0.014902668	0.371399017	0.952793915
QA4	co-citation	1	0.9	1	0.80952381	0.014902668	0.371399017	0.952793915
QA1		2	0.7	0.7	0.802435318	0.005211462	0.449216079	0.938713507
QA1		3	0.7	0.7	0.802435318	0.005211462	0.449216079	0.938713507
QA1		4	0.7	0.7	0.802435318	0.005211462	0.449216079	0.938713507
QA1		5	0.7	0.7	0.802435318	0.005211462	0.449216079	0.938713507
QA1		6	0.7	0.7	0.802435318	0.005211462	0.449216079	0.938713507
QA1		7	0.7	0.7	0.802435318	0.005211462	0.449216079	0.938713507
QA1		8	0.7	0.7	0.802435318	0.005211462	0.449216079	0.938713507
QA1		9	0.7	0.7	0.802435318	0.005211462	0.449216079	0.938713507
QA1		10	0.7	0.7	0.802435318	0.005211462	0.449216079	0.938713507
QA1		2	0.9	0.7	0.802435318	0.005211462	0.449216079	0.938713507
QA1		3	0.9	0.7	0.802435318	0.005211462	0.449216079	0.938713507
QA1		4	0.9	0.7	0.802435318	0.005211462	0.449216079	0.938713507
QA1		5	0.9	0.7	0.802435318	0.005211462	0.449216079	0.938713507
QA1		6	0.9	0.7	0.802435318	0.005211462	0.449216079	0.938713507
QA1		7	0.9	0.7	0.802435318	0.005211462	0.449216079	0.938713507
QA1		8	0.9	0.7	0.802435318	0.005211462	0.449216079	0.938713507
QA1		9	0.9	0.7	0.802435318	0.005211462	0.449216079	0.938713507
QA1		10	0.9	0.7	0.802435318	0.005211462	0.449216079	0.938713507
QA1		1	0.1	0.9	0.802435318	0.005211462	0.449216079	0.938713507
QA1		2	0.1	0.9	0.802435318	0.005211462	0.449216079	0.938713507
QA1		3	0.1	0.9	0.802435318	0.005211462	0.449216079	0.938713507
QA1		4	0.1	0.9	0.802435318	0.005211462	0.449216079	0.938713507
QA1		5	0.1	0.9	0.802435318	0.005211462	0.449216079	0.938713507
QA1		6	0.1	0.9	0.802435318	0.005211462	0.449216079	0.938713507
QA1		7	0.1	0.9	0.802435318	0.005211462	0.449216079	0.938713507
QA1		8	0.1	0.9	0.802435318	0.005211462	0.449216079	0.938713507
QA1		9	0.1	0.9	0.802435318	0.005211462	0.449216079	0.938713507
QA1		10	0.1	0.9	0.802435318	0.005211462	0.449216079	0.938713507
QA1		1	0.3	0.9	0.802435318	0.005211462	0.449216079	0.938713507
QA1		2	0.3	0.9	0.802435318	0.005211462	0.449216079	0.938713507
QB1		2	0.3	0.9	0.802435318	0.005211462	0.449216079	0.938713507
QA1		1	0.5	0.9	0.802435318	0.005211462	0.449216079	0.938713507
QB1		2	0.5	0.9	0.802435318	0.005211462	0.449216079	0.938713507
QA1		1	0.7	0.9	0.802435318	0.005211462	0.449216079	0.938713507
QA1		1	0.9	0.9	0.802435318	0.005211462	0.449216079	0.938713507
QB1		3	0.1	1	0.796356262	0.005836997	0.435671341	0.936680415
QB1		4	0.1	1	0.796356262	0.005836997	0.435671341	0.936680415
QB1		5	0.1	1	0.796356262	0.005836997	0.435671341	0.936680415
QB1		6	0.1	1	0.796356262	0.005836997	0.435671341	0.936680415
QB1		7	0.1	1	0.796356262	0.005836997	0.435671341	0.936680415
QB1		8	0.1	1	0.796356262	0.005836997	0.435671341	0.936680415
QB1		9	0.1	1	0.796356262	0.005836997	0.435671341	0.936680415
QB1	simrank	10	0.1	1	0.796356262	0.005836997	0.435671341	0.936680415
QB1		3	0.3	1	0.796356262	0.005836997	0.435671341	0.936680415
QB1		4	0.3	1	0.796356262	0.005836997	0.435671341	0.936680415
QB1		5	0.3	1	0.796356262	0.005836997	0.435671341	0.936680415
QB1		6	0.3	1	0.796356262	0.005836997	0.435671341	0.936680415
QB1		7	0.3	1	0.796356262	0.005836997	0.435671341	0.936680415
QB1		8	0.3	1	0.796356262	0.005836997	0.435671341	0.936680415
QB1		9	0.3	1	0.796356262	0.005836997	0.435671341	0.936680415
QB1		10	0.3	1	0.796356262	0.005836997	0.435671341	0.936680415
QB4		4	0.9	0.2	0.785714286	0.020815127	0.313597988	0.946362305
QB4		6	0.9	0.2	0.785714286	0.020815127	0.313597988	0.946362305
QB4		8	0.9	0.2	0.785714286	0.020815127	0.313597988	0.946362305
QB4		9	0.9	0.2	0.785714286	0.020815127	0.313597988	0.946362305
QB4		10	0.9	0.2	0.785714286	0.020815127	0.313597988	0.946362305
QB4		2	0.1	0.8	0.785714286	0.020815127	0.313597988	0.946362305
QB4		3	0.1	0.8	0.785714286	0.020815127	0.313597988	0.946362305
QB4		4	0.1	0.8	0.785714286	0.020815127	0.313597988	0.946362305
QB4		5	0.1	0.8	0.785714286	0.020815127	0.313597988	0.946362305
QB4		6	0.1	0.8	0.785714286	0.020815127	0.313597988	0.946362305
QB4		7	0.1	0.8	0.785714286	0.020815127	0.313597988	0.946362305
QB4		8	0.1	0.8	0.785714286	0.020815127	0.313597988	0.946362305
QB4		9	0.1	0.8	0.785714286	0.020815127	0.313597988	0.946362305
QB4		10	0.1	0.8	0.785714286	0.020815127	0.313597988	0.946362305
QB4		2	0.1	0.9	0.785714286	0.020815127	0.313597988	0.946362305
