ALGO	QUESTION	K	C	L	W_MEAN_RHO	CONF_INT_GAP	RHO_LOWER	RHO_UPPER	ST_DEV	ST_ERR	Z_SCORE	COMB_P	RHO_RANGE
	ALL	4	0.5	0.3	0.642623241	0.118659727	0.523963514	0.761282968	0.135373069	0.060540677	10.61473499	2.55E-26	0.405 - 0.778
	ALL	5	0.5	0.3	0.689184088	0.065580827	0.62360326	0.754764915	0.074817953	0.033459606	20.59749575	2.89E-94	0.565 - 0.778
	ALL	6	0.5	0.3	0.693416892	0.068429847	0.624987045	0.761846739	0.07806826	0.034913187	19.86117424	8.82E-88	0.565 - 0.778
	ALL	7	0.5	0.3	0.693416892	0.068429847	0.624987045	0.761846739	0.07806826	0.034913187	19.86117424	8.82E-88	0.565 - 0.778
	ALL	8	0.5	0.3	0.693416892	0.068429847	0.624987045	0.761846739	0.07806826	0.034913187	19.86117424	8.82E-88	0.565 - 0.778
	ALL	9	0.5	0.3	0.693416892	0.068429847	0.624987045	0.761846739	0.07806826	0.034913187	19.86117424	8.82E-88	0.565 - 0.778
	ALL	10	0.5	0.3	0.693416892	0.068429847	0.624987045	0.761846739	0.07806826	0.034913187	19.86117424	8.82E-88	0.565 - 0.778
	ALL	0	0.7	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA - NA
	ALL	1	0.7	0.3	0.639554458	0.081371221	0.558183237	0.720925679	0.09283244	0.041515929	15.40503784	1.51E-53	0.548 - 0.778
	ALL	2	0.7	0.3	0.617046315	0.187644844	0.429401471	0.804691159	0.21407481	0.095737165	6.445211875	1.15E-10	0.19 - 0.81
	ALL	3	0.7	0.3	0.706115305	0.072098959	0.634016346	0.778214263	0.08225417	0.036785183	19.19564469	4.02E-82	0.565 - 0.778
	ALL	4	0.7	0.3	0.672252871	0.128203403	0.544049468	0.800456274	0.146260982	0.065409899	10.27754019	8.90E-25	0.452 - 0.881
	ALL	5	0.7	0.3	0.706115305	0.076273958	0.629841347	0.782389263	0.087017222	0.038915285	18.14493484	1.41E-73	0.565 - 0.81
	ALL	6	0.7	0.3	0.7018825	0.097698419	0.604184082	0.799580919	0.11145934	0.049846132	14.08098225	4.97E-45	0.565 - 0.881
	ALL	7	0.7	0.3	0.718813717	0.091697944	0.627115774	0.810511661	0.104613691	0.046784665	15.36430187	2.84E-53	0.565 - 0.881
	ALL	8	0.7	0.3	0.7018825	0.097698419	0.604184082	0.799580919	0.11145934	0.049846132	14.08098225	4.97E-45	0.565 - 0.881
	ALL	9	0.7	0.3	0.718813717	0.091697944	0.627115774	0.810511661	0.104613691	0.046784665	15.36430187	2.84E-53	0.565 - 0.881
	ALL	10	0.7	0.3	0.718813717	0.091697944	0.627115774	0.810511661	0.104613691	0.046784665	15.36430187	2.84E-53	0.565 - 0.881
	ALL	0	0.9	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA - NA
	ALL	1	0.9	0.3	0.639554458	0.081371221	0.558183237	0.720925679	0.09283244	0.041515929	15.40503784	1.51E-53	0.548 - 0.778
	ALL	2	0.9	0.3	0.625511924	0.194856651	0.430655273	0.820368574	0.222302407	0.099416659	6.291822037	3.14E-10	0.19 - 0.857
	ALL	3	0.9	0.3	0.706115305	0.076273958	0.629841347	0.782389263	0.087017222	0.038915285	18.14493484	1.41E-73	0.565 - 0.81
	ALL	4	0.9	0.3	0.697649696	0.091890826	0.60575887	0.789540522	0.104833741	0.046883074	14.88063028	4.40E-50	0.565 - 0.857
	ALL	5	0.9	0.3	0.712239312	0.094478973	0.617760339	0.806718285	0.107786432	0.048203558	14.77565863	2.10E-49	0.565 - 0.905
	ALL	6	0.9	0.3	0.697649696	0.091890826	0.60575887	0.789540522	0.104833741	0.046883074	14.88063028	4.40E-50	0.565 - 0.857
	ALL	7	0.9	0.3	0.691075291	0.09269851	0.598376781	0.7837738	0.105755188	0.047295158	14.61196704	2.36E-48	0.565 - 0.881
	ALL	8	0.9	0.3	0.676842486	0.088220827	0.58862166	0.765063313	0.100646819	0.045010626	15.03739332	4.18E-51	0.565 - 0.857
	ALL	9	0.9	0.3	0.681075291	0.094970036	0.586105255	0.776045327	0.108346661	0.0484541	14.05609208	7.07E-45	0.565 - 0.881
	ALL	10	0.9	0.3	0.681075291	0.094970036	0.586105255	0.776045327	0.108346661	0.0484541	14.05609208	7.07E-45	0.565 - 0.881
	ALL	0	0.1	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA - NA
	ALL	1	0.1	0.4	0.632799952	0.080963367	0.551836585	0.713763319	0.092367139	0.041307841	15.3191245	5.70E-53	0.547 - 0.766
	ALL	2	0.1	0.4	0.628567148	0.084692238	0.54387491	0.713259385	0.096621225	0.043210325	14.54668864	6.13E-48	0.524 - 0.766
	ALL	3	0.1	0.4	0.628567148	0.084692238	0.54387491	0.713259385	0.096621225	0.043210325	14.54668864	6.13E-48	0.524 - 0.766
	ALL	4	0.1	0.4	0.628567148	0.084692238	0.54387491	0.713259385	0.096621225	0.043210325	14.54668864	6.13E-48	0.524 - 0.766
	ALL	5	0.1	0.4	0.628567148	0.084692238	0.54387491	0.713259385	0.096621225	0.043210325	14.54668864	6.13E-48	0.524 - 0.766
	ALL	6	0.1	0.4	0.628567148	0.084692238	0.54387491	0.713259385	0.096621225	0.043210325	14.54668864	6.13E-48	0.524 - 0.766
	ALL	7	0.1	0.4	0.628567148	0.084692238	0.54387491	0.713259385	0.096621225	0.043210325	14.54668864	6.13E-48	0.524 - 0.766
	ALL	8	0.1	0.4	0.628567148	0.084692238	0.54387491	0.713259385	0.096621225	0.043210325	14.54668864	6.13E-48	0.524 - 0.766
	ALL	9	0.1	0.4	0.628567148	0.084692238	0.54387491	0.713259385	0.096621225	0.043210325	14.54668864	6.13E-48	0.524 - 0.766
	ALL	10	0.1	0.4	0.628567148	0.084692238	0.54387491	0.713259385	0.096621225	0.043210325	14.54668864	6.13E-48	0.524 - 0.766
	ALL	0	0.3	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA - NA
	ALL	1	0.3	0.4	0.632799952	0.080963367	0.551836585	0.713763319	0.092367139	0.041307841	15.3191245	5.70E-53	0.547 - 0.766
	ALL	2	0.3	0.4	0.619836989	0.158268397	0.461568592	0.778105386	0.180560661	0.080749182	7.676077596	1.64E-14	0.286 - 0.81
	ALL	3	0.3	0.4	0.649466619	0.113824019	0.535642599	0.763290638	0.129856247	0.058073479	11.18353209	4.91E-29	0.452 - 0.81
	ALL	4	0.3	0.4	0.649466619	0.113824019	0.535642599	0.763290638	0.129856247	0.058073479	11.18353209	4.91E-29	0.452 - 0.81
	ALL	5	0.3	0.4	0.649466619	0.113824019	0.535642599	0.763290638	0.129856247	0.058073479	11.18353209	4.91E-29	0.452 - 0.81
	ALL	6	0.3	0.4	0.649466619	0.113824019	0.535642599	0.763290638	0.129856247	0.058073479	11.18353209	4.91E-29	0.452 - 0.81
	ALL	7	0.3	0.4	0.649466619	0.113824019	0.535642599	0.763290638	0.129856247	0.058073479	11.18353209	4.91E-29	0.452 - 0.81
	ALL	8	0.3	0.4	0.649466619	0.113824019	0.535642599	0.763290638	0.129856247	0.058073479	11.18353209	4.91E-29	0.452 - 0.81
	ALL	9	0.3	0.4	0.649466619	0.113824019	0.535642599	0.763290638	0.129856247	0.058073479	11.18353209	4.91E-29	0.452 - 0.81
	ALL	10	0.3	0.4	0.649466619	0.113824019	0.535642599	0.763290638	0.129856247	0.058073479	11.18353209	4.91E-29	0.452 - 0.81
	ALL	0	0.5	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA - NA
	ALL	1	0.5	0.4	0.632799952	0.080963367	0.551836585	0.713763319	0.092367139	0.041307841	15.3191245	5.70E-53	0.547 - 0.766
	ALL	2	0.5	0.4	0.635868735	0.14969449	0.486174245	0.785563225	0.17077911	0.07637474	8.32564192	8.39E-17	0.333 - 0.833
	ALL	3	0.5	0.4	0.699360799	0.080264308	0.61909649	0.779625107	0.091569617	0.040951178	17.0779166	2.17E-65	0.547 - 0.81
	ALL	4	0.5	0.4	0.712059211	0.087271492	0.624787719	0.799330703	0.09956377	0.044526272	15.99188943	1.46E-57	0.547 - 0.833
	ALL	5	0.5	0.4	0.712059211	0.087271492	0.624787719	0.799330703	0.09956377	0.044526272	15.99188943	1.46E-57	0.547 - 0.833
	ALL	6	0.5	0.4	0.712059211	0.087271492	0.624787719	0.799330703	0.09956377	0.044526272	15.99188943	1.46E-57	0.547 - 0.833
	ALL	7	0.5	0.4	0.712059211	0.087271492	0.624787719	0.799330703	0.09956377	0.044526272	15.99188943	1.46E-57	0.547 - 0.833
	ALL	8	0.5	0.4	0.712059211	0.087271492	0.624787719	0.799330703	0.09956377	0.044526272	15.99188943	1.46E-57	0.547 - 0.833
	ALL	9	0.5	0.4	0.712059211	0.087271492	0.624787719	0.799330703	0.09956377	0.044526272	15.99188943	1.46E-57	0.547 - 0.833
	ALL	10	0.5	0.4	0.712059211	0.087271492	0.624787719	0.799330703	0.09956377	0.044526272	15.99188943	1.46E-57	0.547 - 0.833
	ALL	0	0.7	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA - NA
	ALL	1	0.7	0.4	0.632799952	0.080963367	0.551836585	0.713763319	0.092367139	0.041307841	15.3191245	5.70E-53	0.547 - 0.766
	ALL	2	0.7	0.4	0.635868735	0.171849333	0.464019402	0.807718068	0.196054485	0.087678231	7.252298835	4.10E-13	0.286 - 0.881
	ALL	3	0.7	0.4	0.712059211	0.087271492	0.624787719	0.799330703	0.09956377	0.044526272	15.99188943	1.46E-57	0.547 - 0.833
	ALL	4	0.7	0.4	0.716292015	0.101622601	0.614669415	0.817914616	0.115936246	0.051848266	13.81515866	2.06E-43	0.547 - 0.905
	ALL	5	0.7	0.4	0.716292015	0.101622601	0.614669415	0.817914616	0.115936246	0.051848266	13.81515866	2.06E-43	0.547 - 0.905
	ALL	6	0.7	0.4	0.716292015	0.101622601	0.614669415	0.817914616	0.115936246	0.051848266	13.81515866	2.06E-43	0.547 - 0.905
	ALL	7	0.7	0.4	0.716292015	0.101622601	0.614669415	0.817914616	0.115936246	0.051848266	13.81515866	2.06E-43	0.547 - 0.905
	ALL	8	0.7	0.4	0.716292015	0.101622601	0.614669415	0.817914616	0.115936246	0.051848266	13.81515866	2.06E-43	0.547 - 0.905
	ALL	9	0.7	0.4	0.716292015	0.101622601	0.614669415	0.817914616	0.115936246	0.051848266	13.81515866	2.06E-43	0.547 - 0.905
	ALL	10	0.7	0.4	0.716292015	0.101622601	0.614669415	0.817914616	0.115936246	0.051848266	13.81515866	2.06E-43	0.547 - 0.905
	ALL	0	0.9	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA - NA
	ALL	1	0.9	0.4	0.632799952	0.080963367	0.551836585	0.713763319	0.092367139	0.041307841	15.3191245	5.70E-53	0.547 - 0.766
	ALL	2	0.9	0.4	0.618757418	0.19401954	0.424737877	0.812776958	0.221347388	0.098989561	6.25073401	4.09E-10	0.19 - 0.857
	ALL	3	0.9	0.4	0.720164618	0.075753459	0.64441116	0.795918077	0.08642341	0.038649724	18.63311158	1.73E-77	0.584 - 0.833
	ALL	4	0.9	0.4	0.703233402	0.09197197	0.611261431	0.795205372	0.104926315	0.046924475	14.98649493	9.00E-51	0.584 - 0.881
	ALL	5	0.9	0.4	0.724397423	0.091633543	0.63276388	0.816030965	0.10454022	0.046751808	15.49453297	3.78E-54	0.584 - 0.905
	ALL	6	0.9	0.4	0.720164618	0.085365265	0.634799353	0.805529884	0.097389049	0.043553707	16.53509361	2.05E-61	0.584 - 0.881
	ALL	7	0.9	0.4	0.728450126	0.08697117	0.641478957	0.815421296	0.099221147	0.044373046	16.41650046	1.46E-60	0.602 - 0.905
	ALL	8	0.9	0.4	0.724217322	0.08050383	0.643713492	0.804721152	0.091842876	0.041073383	17.63227843	1.39E-69	0.602 - 0.881
	ALL	9	0.9	0.4	0.728450126	0.08697117	0.641478957	0.815421296	0.099221147	0.044373046	16.41650046	1.46E-60	0.602 - 0.905
	ALL	10	0.9	0.4	0.724217322	0.08050383	0.643713492	0.804721152	0.091842876	0.041073383	17.63227843	1.39E-69	0.602 - 0.881
	ALL	0	0.1	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA - NA
	ALL	1	0.1	0.5	0.666168727	0.075819427	0.590349301	0.741988154	0.086498669	0.038683381	17.22105749	1.85E-66	0.547 - 0.766
	ALL	2	0.1	0.5	0.667836576	0.07047879	0.597357786	0.738315366	0.080405799	0.035958566	18.57239157	5.38E-77	0.584 - 0.766
	ALL	3	0.1	0.5	0.667836576	0.07047879	0.597357786	0.738315366	0.080405799	0.035958566	18.57239157	5.38E-77	0.584 - 0.766
	ALL	4	0.1	0.5	0.667836576	0.07047879	0.597357786	0.738315366	0.080405799	0.035958566	18.57239157	5.38E-77	0.584 - 0.766
	ALL	5	0.1	0.5	0.667836576	0.07047879	0.597357786	0.738315366	0.080405799	0.035958566	18.57239157	5.38E-77	0.584 - 0.766
	ALL	6	0.1	0.5	0.667836576	0.07047879	0.597357786	0.738315366	0.080405799	0.035958566	18.57239157	5.38E-77	0.584 - 0.766
	ALL	7	0.1	0.5	0.667836576	0.07047879	0.597357786	0.738315366	0.080405799	0.035958566	18.57239157	5.38E-77	0.584 - 0.766
	ALL	8	0.1	0.5	0.667836576	0.07047879	0.597357786	0.738315366	0.080405799	0.035958566	18.57239157	5.38E-77	0.584 - 0.766
	ALL	9	0.1	0.5	0.667836576	0.07047879	0.597357786	0.738315366	0.080405799	0.035958566	18.57239157	5.38E-77	0.584 - 0.766
prank	ALL	10	0.1	0.5	0.667836576	0.07047879	0.597357786	0.738315366	0.080405799	0.035958566	18.57239157	5.38E-77	0.584 - 0.766
	ALL	0	0.3	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA - NA
	ALL	1	0.3	0.5	0.670603879	0.070640663	0.599963216	0.741244542	0.080590471	0.036041154	18.6066148	2.84E-77	0.567 - 0.766
	ALL	2	0.3	0.5	0.657572026	0.108893421	0.548678605	0.766465447	0.124231169	0.055557868	11.83580386	2.55E-32	0.452 - 0.81
	ALL	3	0.3	0.5	0.682968851	0.078371079	0.604597772	0.76133993	0.089409724	0.039985244	17.08052216	2.07E-65	0.584 - 0.81
	ALL	4	0.3	0.5	0.682968851	0.078371079	0.604597772	0.76133993	0.089409724	0.039985244	17.08052216	2.07E-65	0.584 - 0.81
	ALL	5	0.3	0.5	0.682968851	0.078371079	0.604597772	0.76133993	0.089409724	0.039985244	17.08052216	2.07E-65	0.584 - 0.81
	ALL	6	0.3	0.5	0.682968851	0.078371079	0.604597772	0.76133993	0.089409724	0.039985244	17.08052216	2.07E-65	0.584 - 0.81
	ALL	7	0.3	0.5	0.682968851	0.078371079	0.604597772	0.76133993	0.089409724	0.039985244	17.08052216	2.07E-65	0.584 - 0.81
	ALL	8	0.3	0.5	0.682968851	0.078371079	0.604597772	0.76133993	0.089409724	0.039985244	17.08052216	2.07E-65	0.584 - 0.81
	ALL	9	0.3	0.5	0.682968851	0.078371079	0.604597772	0.76133993	0.089409724	0.039985244	17.08052216	2.07E-65	0.584 - 0.81
	ALL	10	0.3	0.5	0.682968851	0.078371079	0.604597772	0.76133993	0.089409724	0.039985244	17.08052216	2.07E-65	0.584 - 0.81
	ALL	0	0.5	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA - NA
	ALL	1	0.5	0.5	0.670603879	0.070640663	0.599963216	0.741244542	0.080590471	0.036041154	18.6066148	2.84E-77	0.567 - 0.766
	ALL	2	0.5	0.5	0.648206947	0.173805837	0.474401109	0.822012784	0.198286565	0.088676448	7.309798302	2.68E-13	0.286 - 0.905
	ALL	3	0.5	0.5	0.71169901	0.073825955	0.637873055	0.785524965	0.084224415	0.037666303	18.8948462	1.26E-79	0.584 - 0.833
	ALL	4	0.5	0.5	0.734397423	0.089850025	0.644547398	0.824247447	0.102505491	0.045841849	16.02023989	9.23E-58	0.584 - 0.905
	ALL	5	0.5	0.5	0.734397423	0.089850025	0.644547398	0.824247447	0.102505491	0.045841849	16.02023989	9.23E-58	0.584 - 0.905
	ALL	6	0.5	0.5	0.734397423	0.089850025	0.644547398	0.824247447	0.102505491	0.045841849	16.02023989	9.23E-58	0.584 - 0.905
	ALL	7	0.5	0.5	0.734397423	0.089850025	0.644547398	0.824247447	0.102505491	0.045841849	16.02023989	9.23E-58	0.584 - 0.905
	ALL	8	0.5	0.5	0.734397423	0.089850025	0.644547398	0.824247447	0.102505491	0.045841849	16.02023989	9.23E-58	0.584 - 0.905
	ALL	9	0.5	0.5	0.734397423	0.089850025	0.644547398	0.824247447	0.102505491	0.045841849	16.02023989	9.23E-58	0.584 - 0.905
prank	ALL	10	0.5	0.5	0.734397423	0.089850025	0.644547398	0.824247447	0.102505491	0.045841849	16.02023989	9.23E-58	0.584 - 0.905
	ALL	0	0.7	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA - NA
	ALL	1	0.7	0.5	0.670603879	0.070640663	0.599963216	0.741244542	0.080590471	0.036041154	18.6066148	2.84E-77	0.567 - 0.766
	ALL	2	0.7	0.5	0.656672555	0.160460635	0.49621192	0.81713319	0.183061677	0.081867671	8.021146175	1.05E-15	0.333 - 0.905
	ALL	3	0.7	0.5	0.734397423	0.089850025	0.644547398	0.824247447	0.102505491	0.045841849	16.02023989	9.23E-58	0.584 - 0.905
	ALL	4	0.7	0.5	0.742863031	0.089811288	0.653051743	0.832674319	0.102461299	0.045822086	16.2118991	4.16E-59	0.584 - 0.905
	ALL	5	0.7	0.5	0.742863031	0.089811288	0.653051743	0.832674319	0.102461299	0.045822086	16.2118991	4.16E-59	0.584 - 0.905
	ALL	6	0.7	0.5	0.742863031	0.089811288	0.653051743	0.832674319	0.102461299	0.045822086	16.2118991	4.16E-59	0.584 - 0.905
	ALL	7	0.7	0.5	0.742863031	0.089811288	0.653051743	0.832674319	0.102461299	0.045822086	16.2118991	4.16E-59	0.584 - 0.905
	ALL	8	0.7	0.5	0.742863031	0.089811288	0.653051743	0.832674319	0.102461299	0.045822086	16.2118991	4.16E-59	0.584 - 0.905
	ALL	9	0.7	0.5	0.742863031	0.089811288	0.653051743	0.832674319	0.102461299	0.045822086	16.2118991	4.16E-59	0.584 - 0.905
	ALL	10	0.7	0.5	0.742863031	0.089811288	0.653051743	0.832674319	0.102461299	0.045822086	16.2118991	4.16E-59	0.584 - 0.905
	ALL	0	0.9	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA - NA
amsler	ALL	1	0.9	0.5	0.670603879	0.070640663	0.599963216	0.741244542	0.080590471	0.036041154	18.6066148	2.84E-77	0.567 - 0.766
	ALL	2	0.9	0.5	0.661899449	0.165119673	0.496779776	0.827019122	0.188376945	0.084244731	7.85686465	3.94E-15	0.286 - 0.857
	ALL	3	0.9	0.5	0.734397423	0.089850025	0.644547398	0.824247447	0.102505491	0.045841849	16.02023989	9.23E-58	0.584 - 0.905
	ALL	4	0.9	0.5	0.746555534	0.07518669	0.671368844	0.821742224	0.085776811	0.038360556	19.46154094	2.33E-84	0.638 - 0.905
	ALL	5	0.9	0.5	0.771952359	0.081765969	0.69018639	0.853718328	0.093282788	0.041717331	18.50435631	1.90E-76	0.638 - 0.905
	ALL	6	0.9	0.5	0.763486751	0.076368389	0.687118362	0.839855139	0.087124953	0.038963464	19.59494052	1.71E-85	0.638 - 0.905
	ALL	7	0.9	0.5	0.771952359	0.081765969	0.69018639	0.853718328	0.093282788	0.041717331	18.50435631	1.90E-76	0.638 - 0.905
	ALL	8	0.9	0.5	0.763486751	0.076368389	0.687118362	0.839855139	0.087124953	0.038963464	19.59494052	1.71E-85	0.638 - 0.905
	ALL	9	0.9	0.5	0.780417967	0.093102119	0.687315849	0.873520086	0.106215646	0.047501081	16.42947804	1.18E-60	0.638 - 0.952
prank	ALL	10	0.9	0.5	0.763486751	0.076368389	0.687118362	0.839855139	0.087124953	0.038963464	19.59494052	1.71E-85	0.638 - 0.905
	ALL	0	0.1	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA - NA
	ALL	1	0.1	0.6	0.685402714	0.065661559	0.619741155	0.751064273	0.074910056	0.033500795	20.45929673	4.96E-93	0.584 - 0.766
	ALL	2	0.1	0.6	0.681169909	0.069330368	0.611839542	0.750500277	0.07909562	0.035372637	19.25697299	1.23E-82	0.584 - 0.766
	ALL	3	0.1	0.6	0.681169909	0.069330368	0.611839542	0.750500277	0.07909562	0.035372637	19.25697299	1.23E-82	0.584 - 0.766
	ALL	4	0.1	0.6	0.681169909	0.069330368	0.611839542	0.750500277	0.07909562	0.035372637	19.25697299	1.23E-82	0.584 - 0.766
	ALL	5	0.1	0.6	0.681169909	0.069330368	0.611839542	0.750500277	0.07909562	0.035372637	19.25697299	1.23E-82	0.584 - 0.766
	ALL	6	0.1	0.6	0.681169909	0.069330368	0.611839542	0.750500277	0.07909562	0.035372637	19.25697299	1.23E-82	0.584 - 0.766
	ALL	7	0.1	0.6	0.681169909	0.069330368	0.611839542	0.750500277	0.07909562	0.035372637	19.25697299	1.23E-82	0.584 - 0.766
	ALL	8	0.1	0.6	0.681169909	0.069330368	0.611839542	0.750500277	0.07909562	0.035372637	19.25697299	1.23E-82	0.584 - 0.766
	ALL	9	0.1	0.6	0.681169909	0.069330368	0.611839542	0.750500277	0.07909562	0.035372637	19.25697299	1.23E-82	0.584 - 0.766
	ALL	10	0.1	0.6	0.681169909	0.069330368	0.611839542	0.750500277	0.07909562	0.035372637	19.25697299	1.23E-82	0.584 - 0.766
	ALL	0	0.3	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA - NA
	ALL	1	0.3	0.6	0.685402714	0.065661559	0.619741155	0.751064273	0.074910056	0.033500795	20.45929673	4.96E-93	0.584 - 0.766
	ALL	2	0.3	0.6	0.712152798	0.086469116	0.625683682	0.798621914	0.098648378	0.044116896	16.14240493	1.28E-58	0.524 - 0.833
	ALL	3	0.3	0.6	0.746015232	0.041847741	0.704167491	0.787862973	0.047742038	0.021350888	34.94071157	1.79E-267	0.693 - 0.833
	ALL	4	0.3	0.6	0.746015232	0.041847741	0.704167491	0.787862973	0.047742038	0.021350888	34.94071157	1.79E-267	0.693 - 0.833
	ALL	5	0.3	0.6	0.746015232	0.041847741	0.704167491	0.787862973	0.047742038	0.021350888	34.94071157	1.79E-267	0.693 - 0.833
	ALL	6	0.3	0.6	0.746015232	0.041847741	0.704167491	0.787862973	0.047742038	0.021350888	34.94071157	1.79E-267	0.693 - 0.833
	ALL	7	0.3	0.6	0.746015232	0.041847741	0.704167491	0.787862973	0.047742038	0.021350888	34.94071157	1.79E-267	0.693 - 0.833
	ALL	8	0.3	0.6	0.746015232	0.041847741	0.704167491	0.787862973	0.047742038	0.021350888	34.94071157	1.79E-267	0.693 - 0.833
	ALL	9	0.3	0.6	0.746015232	0.041847741	0.704167491	0.787862973	0.047742038	0.021350888	34.94071157	1.79E-267	0.693 - 0.833
	ALL	10	0.3	0.6	0.746015232	0.041847741	0.704167491	0.787862973	0.047742038	0.021350888	34.94071157	1.79E-267	0.693 - 0.833
	ALL	0	0.5	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA - NA
	ALL	1	0.5	0.6	0.685402714	0.065661559	0.619741155	0.751064273	0.074910056	0.033500795	20.45929673	4.96E-93	0.584 - 0.766
	ALL	2	0.5	0.6	0.715486131	0.122690776	0.592795355	0.838176907	0.139971896	0.062597335	11.42997754	2.96E-30	0.452 - 0.905
	ALL	3	0.5	0.6	0.762046978	0.062707301	0.699339677	0.824754279	0.071539688	0.031993521	23.81879066	2.13E-125	0.693 - 0.905
	ALL	4	0.5	0.6	0.762046978	0.062707301	0.699339677	0.824754279	0.071539688	0.031993521	23.81879066	2.13E-125	0.693 - 0.905
	ALL	5	0.5	0.6	0.762046978	0.062707301	0.699339677	0.824754279	0.071539688	0.031993521	23.81879066	2.13E-125	0.693 - 0.905
	ALL	6	0.5	0.6	0.762046978	0.062707301	0.699339677	0.824754279	0.071539688	0.031993521	23.81879066	2.13E-125	0.693 - 0.905
	ALL	7	0.5	0.6	0.762046978	0.062707301	0.699339677	0.824754279	0.071539688	0.031993521	23.81879066	2.13E-125	0.693 - 0.905
	ALL	8	0.5	0.6	0.762046978	0.062707301	0.699339677	0.824754279	0.071539688	0.031993521	23.81879066	2.13E-125	0.693 - 0.905
	ALL	9	0.5	0.6	0.762046978	0.062707301	0.699339677	0.824754279	0.071539688	0.031993521	23.81879066	2.13E-125	0.693 - 0.905
	ALL	10	0.5	0.6	0.762046978	0.062707301	0.699339677	0.824754279	0.071539688	0.031993521	23.81879066	2.13E-125	0.693 - 0.905
	ALL	0	0.7	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA - NA
	ALL	1	0.7	0.6	0.685402714	0.065661559	0.619741155	0.751064273	0.074910056	0.033500795	20.45929673	4.96E-93	0.584 - 0.766
	ALL	2	0.7	0.6	0.730706246	0.109150211	0.621556035	0.839856457	0.124524128	0.055688883	13.12122285	2.49E-39	0.5 - 0.905
	ALL	3	0.7	0.6	0.762046978	0.062707301	0.699339677	0.824754279	0.071539688	0.031993521	23.81879066	2.13E-125	0.693 - 0.905
	ALL	4	0.7	0.6	0.762046978	0.062707301	0.699339677	0.824754279	0.071539688	0.031993521	23.81879066	2.13E-125	0.693 - 0.905
	ALL	5	0.7	0.6	0.762046978	0.062707301	0.699339677	0.824754279	0.071539688	0.031993521	23.81879066	2.13E-125	0.693 - 0.905
	ALL	6	0.7	0.6	0.762046978	0.062707301	0.699339677	0.824754279	0.071539688	0.031993521	23.81879066	2.13E-125	0.693 - 0.905
	ALL	7	0.7	0.6	0.762046978	0.062707301	0.699339677	0.824754279	0.071539688	0.031993521	23.81879066	2.13E-125	0.693 - 0.905
	ALL	8	0.7	0.6	0.762046978	0.062707301	0.699339677	0.824754279	0.071539688	0.031993521	23.81879066	2.13E-125	0.693 - 0.905
	ALL	9	0.7	0.6	0.762046978	0.062707301	0.699339677	0.824754279	0.071539688	0.031993521	23.81879066	2.13E-125	0.693 - 0.905
	ALL	10	0.7	0.6	0.762046978	0.062707301	0.699339677	0.824754279	0.071539688	0.031993521	23.81879066	2.13E-125	0.693 - 0.905
	ALL	0	0.9	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA - NA
	ALL	1	0.9	0.6	0.685402714	0.065661559	0.619741155	0.751064273	0.074910056	0.033500795	20.45929673	4.96E-93	0.584 - 0.766
	ALL	2	0.9	0.6	0.687743283	0.158371357	0.529371926	0.84611464	0.180678122	0.080801713	8.511493867	1.72E-17	0.333 - 0.905
	ALL	3	0.9	0.6	0.775644861	0.062376534	0.713268328	0.838021395	0.071162332	0.031824762	24.37236945	3.36E-131	0.693 - 0.905
	ALL	4	0.9	0.6	0.800321284	0.054987438	0.745333846	0.855308722	0.062732474	0.028054815	28.52705595	5.41E-179	0.733 - 0.905
	ALL	5	0.9	0.6	0.808786893	0.068094856	0.740692037	0.876881749	0.077686085	0.034742273	23.27961919	7.13E-120	0.733 - 0.952
	ALL	6	0.9	0.6	0.800321284	0.054987438	0.745333846	0.855308722	0.062732474	0.028054815	28.52705595	5.41E-179	0.733 - 0.905
	ALL	7	0.9	0.6	0.808786893	0.068094856	0.740692037	0.876881749	0.077686085	0.034742273	23.27961919	7.13E-120	0.733 - 0.952
	ALL	8	0.9	0.6	0.808786893	0.068094856	0.740692037	0.876881749	0.077686085	0.034742273	23.27961919	7.13E-120	0.733 - 0.952
	ALL	9	0.9	0.6	0.808786893	0.068094856	0.740692037	0.876881749	0.077686085	0.034742273	23.27961919	7.13E-120	0.733 - 0.952
	ALL	10	0.9	0.6	0.808786893	0.068094856	0.740692037	0.876881749	0.077686085	0.034742273	23.27961919	7.13E-120	0.733 - 0.952
